Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat
Sean Longstaff,NUFC,eng,22,DMC,180,65,8(1),688,1,-,2,-,0.9,80.9,1,-,1.9,1.1,0.8,-,0.8,1.7,0.4,-,0.6,0.6,0.9,-,0.7,0.4,32.6,0.2,3.3,-,6.86
Jonjo Shelvey,NUFC,eng,28,M(C),184,80,10(6),944,1,1,1,-,1.4,71,0.9,-,1.4,0.4,1,-,0.8,0.6,0.2,-,1.6,0.6,0.3,-,0.3,0.5,39.3,0.9,5.4,0.1,6.80
Jamaal Lascelles,NUFC,eng,26,D(C),188,89,32,2748,-,1,4,-,0.3,76.7,2.9,-,1,1.2,0.5,0.5,6.6,0.1,0.9,-,0.1,-,0.3,-,0.2,0.3,34.5,-,2.3,-,6.80
Miguel Almirón,NUFC,py,26,"AM(CLR),FW",174,70,9(1),763,-,-,-,-,1.9,74.7,0.1,-,2,0.8,0.6,-,0.4,0.6,0.1,-,1.3,0.7,1.7,0.4,0.6,2.2,24.1,0.7,0.8,0.1,6.76
Paul Dummett,NUFC,wls,29,D(CL),183,82,21(5),1987,-,-,1,-,0.3,71.1,2.3,-,1.3,1.4,0.4,0.4,4.7,0.5,0.4,-,0.2,0.1,0.4,-,-,0.4,29.2,0.3,2,-,6.74
Federico Fernández,NUFC,ar,31,D(C),190,83,17(2),1484,-,1,2,-,0.2,78.9,2,-,0.8,1.3,0.6,0.3,5.4,0.4,0.6,-,0.3,-,0.4,0.1,0.2,0.4,32.2,0.1,3.8,-,6.62
Martin Dubravka,NUFC,sk,31,GK,190,80,38,3420,-,-,1,-,-,53.4,0.4,1,0.1,-,-,-,0.9,0.1,-,-,-,-,0.1,-,-,-,27.2,-,7.4,-,6.62
Javier Manquillo,NUFC,es,26,"D(LR),M(R)",178,76,12(6),1100,-,3,2,-,0.1,69.9,1.1,-,1.5,0.9,0.7,0.1,2.7,0.3,0.1,-,0.5,0.3,0.4,0.1,0.5,1.2,19.6,0.2,0.7,-,6.59
Ki Sung-Yueng,NUFC,kr,31,DMC,189,75,14(4),1302,-,1,2,-,0.5,85.1,0.8,-,0.8,1.1,0.6,-,1.1,0.5,0.1,-,0.9,0.3,0.9,-,0.6,0.7,33.2,0.8,2.9,-,6.57
Mohamed Diamé,NUFC,sn,33,M(CLR),184,86,24(5),2166,-,-,3,-,0.7,77.2,1.2,-,2.7,1,1.2,-,1.2,1.3,0.3,-,0.1,0.6,0.7,-,1.3,1.1,25.3,-,1.3,-,6.57
Kenedy,NUFC,br,24,"D(L),M(L)",182,77,14(11),1345,1,1,1,-,1.2,72.3,0.3,1,1.2,1.3,0.8,-,0.8,0.7,-,-,0.4,1.2,0.9,0.2,1.6,1.7,18.5,0.4,0.7,-,6.53
DeAndre Yedlin,NUFC,us,27,"D(R),M(R)",172,75,28(1),2475,1,2,6,1,0.4,71.6,1,-,1.9,1,1.4,0.2,2.4,0.8,0.3,1,1,0.3,0.4,0.1,0.3,1.2,25.2,0.6,0.9,-,6.50
Christian Atsu,NUFC,gh,28,AM(CLR),165,65,15(13),1488,1,-,2,-,1,82.2,0.4,-,0.9,0.3,0.5,-,0.5,0.4,0.1,-,0.6,0.9,0.9,0.1,1.1,1.7,13.7,0.3,0.4,-,6.44
Joselu,NUFC,es,30,FW,192,80,5(11),587,2,-,1,-,1.1,62,2.7,-,0.9,0.2,0.3,-,0.9,0.3,-,-,0.1,0.1,0.4,0.3,1,1.1,13,-,0.3,0.1,6.41
Jacob Murphy,NUFC,eng,25,M(LR),179,74,3(6),300,-,1,-,-,0.2,65.9,0.4,-,0.7,0.1,0.4,-,0.7,0.2,0.2,-,0.1,0.3,-,0.1,0.3,1.1,4.9,0.3,0.4,-,6.25
Yoshinori Muto,NUFC,jp,28,FW,178,72,5(12),519,1,-,1,-,0.4,70.8,0.6,-,0.5,0.4,0.8,-,0.2,0.3,-,-,0.3,0.5,0.6,0.1,0.7,0.9,6.6,-,0.1,-,6.23
Antonio Barreca,NUFC,it,25,"D(L),M(L)",180,70,0(1),4,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,5.99
Aaron Wan-Bissaka,CP,eng,22,"D(R),M(R)",183,72,35,3135,-,3,4,1,0.3,73,1.2,3,3.7,2.4,0.7,0.3,3.7,0.3,0.5,-,0.4,1.7,0.5,0.1,1.1,1.2,33.3,0.3,1,-,7.27
Wilfried Zaha,CP,ci,27,"AM(LR),FW",180,66,34,3041,10,5,8,1,2.1,77.3,0.3,6,1.1,0.3,1.3,-,-,0.6,-,-,1.6,3.4,3,0.5,4.2,3.6,29.6,0.3,0.7,0.1,7.21
Luka Milivojevic,CP,rs,29,DMC,186,80,38,3420,12,2,10,-,1.5,80,1.4,2,2.4,1.9,1.6,-,1.7,1.4,0.4,-,1.6,0.3,1,-,0.5,0.7,52.3,1.4,3.4,-,7.19
Andros Townsend,CP,eng,29,"AM(LR),FW",181,77,34(4),3018,6,4,1,-,1.7,78.8,0.1,2,1.6,1,0.3,-,0.4,1.4,0.1,-,1.6,1.5,1.5,0.2,2,2.1,27,1,0.8,-,6.98
Michy Batshuayi,CP,be,27,FW,184,74,9(2),757,5,-,-,-,2.5,65,1.1,-,0.2,0.3,0.6,-,-,0.1,0.3,-,0.2,0.8,0.2,1.1,1.1,1.5,14.8,-,0.7,-,6.86
James Tomkins,CP,eng,31,D(CR),192,74,29,2563,1,1,6,-,0.8,83,3.1,-,1.2,1.2,0.6,0.6,6.2,0.4,0.3,-,0.2,0.1,0.4,-,0.1,0.3,38.3,-,4.3,-,6.85
James McArthur,CP,sct,33,M(CLR),178,75,36(2),3072,3,6,7,-,0.9,79.3,1.3,1,2.2,1,1.6,0.1,1.2,1.3,0.6,-,0.8,0.5,1,0.1,0.9,1.4,36.8,0.1,1.7,0.1,6.80
Joel Ward,CP,eng,30,"D(LR),DMC,M(R)",188,83,6(1),551,1,-,1,-,0.3,72.6,2.6,-,1.7,1.4,1.1,0.1,4.4,1,-,-,0.3,0.1,0.9,0.1,0.6,0.7,27.1,-,1.3,-,6.74
Scott Dann,CP,eng,33,D(C),188,76,7(3),661,-,1,1,-,0.6,72.7,2.6,-,0.6,0.5,0.4,0.3,4.4,0.4,1.2,-,0.2,0.3,-,-,0.1,0.1,26.4,-,1.4,-,6.74
Vicente Guaita,CP,es,33,GK,190,81,20,1755,-,-,2,-,-,42.5,0.4,2,-,-,0.1,-,1,-,-,-,-,-,0.3,-,-,-,25,-,6.3,-,6.74
Mamadou Sakho,CP,fr,30,D(C),187,83,27,2417,-,-,2,-,0.1,88.6,1.9,-,0.9,1.5,0.2,0.6,4.9,0.3,0.6,-,0.2,0.3,0.5,-,0.2,0.4,48.9,-,2.2,-,6.72
Patrick van Aanholt,CP,nl,30,"D(L),M(L)",176,74,36,3198,3,2,3,-,1.3,79.8,0.3,-,1.3,1.1,0.3,0.2,2.3,0.4,0.3,-,1,0.6,0.4,0.3,0.4,1,44.7,0.3,1.9,0.1,6.71
Jeffrey Schlupp,CP,gh,27,"D(L),M(CL)",178,72,18(12),1667,4,1,1,-,0.9,75.9,1.8,1,1.4,0.6,0.8,-,0.7,0.6,0.3,-,0.5,0.7,0.5,-,0.8,1,21,0.1,0.5,-,6.66
Christian Benteke,CP,be,29,FW,190,83,9(7),813,1,1,1,-,1.6,56.9,5.6,1,0.3,-,1.1,-,0.9,0.2,0.1,-,0.6,0.3,0.6,0.6,0.9,1.7,14.9,-,0.4,-,6.66
Martin Kelly,CP,eng,30,D(CLR),191,77,12(1),1111,-,-,2,-,0.2,75.4,2.7,-,1.6,0.8,0.5,0.2,6.5,0.4,0.9,1,0.1,-,0.1,-,0.1,0.4,27.5,0.1,2.8,-,6.63
Cheikhou Kouyaté,CP,sn,30,"D(CR),DMC",189,83,21(10),1897,-,2,3,-,0.6,80.1,2.1,-,1.9,0.5,1.1,0.1,1,0.8,0.4,-,0.5,0.4,0.5,0.1,0.7,0.8,24.7,-,0.6,-,6.61
Wayne Hennessey,CP,wls,33,GK,198,90,17(1),1576,-,-,-,-,-,46.7,0.6,1,-,-,-,-,0.9,0.1,-,-,-,-,0.1,-,-,0.1,25,-,6.5,-,6.56
Jordan Ayew,CP,gh,29,"AM(CLR),FW",182,80,14(6),1187,1,2,3,-,1.4,77.7,1.6,1,1.9,0.4,1.6,-,0.3,0.7,-,-,0.8,0.6,1.3,0.5,1.6,2.4,13.3,-,0.3,-,6.50
Max Meyer,CP,de,25,"M(CLR),FW",173,67,15(14),1415,1,2,3,-,1.3,83.9,0.1,-,1.1,0.5,0.3,-,0.6,0.3,-,-,0.8,0.4,0.6,-,0.7,1,22.9,0.1,0.6,-,6.49
Connor Wickham,CP,eng,27,"AM(L),FW",191,90,0(6),61,-,1,-,-,0.8,45.5,1.2,-,-,-,0.5,-,0.3,-,-,-,0.7,-,-,-,0.3,0.7,1.8,-,-,-,6.16
Alexander Sørloth,CP,no,24,FW,195,90,0(12),173,-,-,-,-,0.3,64.4,1.5,-,0.2,-,0.3,-,0.3,0.1,-,-,0.3,0.2,0.2,-,0.3,0.5,4.9,-,-,-,6.16
Jason Puncheon,CP,eng,34,M(CLR),173,70,0(5),11,-,-,-,-,-,75,-,-,0.2,-,0.6,-,-,-,-,-,-,-,-,-,0.2,-,2.4,-,-,-,6.02
Luke Dreher,CP,eng,21,Midfielder,184,76,0(1),1,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6.00
Pape Souaré,CP,sn,30,"D(L),M(L)",178,69,0(1),1,-,-,-,-,-,100,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,3,-,1,-,6.00
Bakary Sako,CP,ml,32,"M(L),FW",183,85,0(4),26,-,-,-,-,-,80,-,-,0.5,-,0.3,-,-,-,-,-,-,-,-,0.3,0.5,0.5,2.5,-,0.3,-,5.96
Julian Speroni,CP,ar,41,GK,186,87,1,90,-,-,-,-,-,37.5,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,2,32,-,10,-,5.45
Ryan Fraser,BOU,sct,26,M(CLR),163,70,35(3),3173,7,14,2,-,1.3,76.9,0.3,5,0.5,0.6,0.2,-,0.5,0.6,0.2,-,2.4,0.6,1.8,0.3,0.7,1.4,31.4,2,0.7,0.1,7.08
Mark Travers,BOU,ie,21,GK,191,82,2,180,-,-,-,-,-,65.1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,21.5,-,3.5,-,7.08
Callum Wilson,BOU,eng,28,FW,180,66,29(1),2535,14,9,3,-,2.2,67.1,1.5,4,0.3,0.1,1.4,-,0.5,0.3,0.1,-,1,0.6,1.1,0.6,1.5,3.2,14.7,0.2,0.1,-,6.99
Jefferson Lerma,BOU,co,25,"D(R),DMC",179,70,29(1),2511,2,-,12,-,1,83.2,2.5,-,1.5,1.8,1.4,-,2.8,1.3,0.6,1,0.5,0.7,1.7,0.1,0.7,0.8,52,0.1,2.3,0.1,6.97
Steve Cook,BOU,eng,29,D(C),185,82,31,2787,1,1,3,-,0.7,79.3,4.1,1,1.2,1.6,0.6,0.7,6.4,0.2,0.7,1,0.4,0.2,0.9,-,-,0.2,48.4,0.1,3.4,-,6.96
Joshua King,BOU,no,28,"AM(CLR),FW",180,74,34(1),2974,12,3,3,-,2.1,72,2.5,5,0.9,0.2,1.5,-,0.4,0.6,0.1,-,1.1,1.9,1.3,0.2,2.7,3.2,23,0.2,0.3,0.1,6.96
Nathan Aké,BOU,nl,25,"D(CL),DMC",180,75,38,3412,4,-,3,-,0.7,86,2.3,1,1.7,0.8,0.7,0.8,6.1,0.3,0.9,-,0.2,0.1,0.6,0.1,0.2,0.5,44.6,0.1,1.9,-,6.86
David Brooks,BOU,wls,23,AM(CR),173,62,29(1),2278,7,5,3,-,1.4,73.1,0.2,1,1.2,0.8,0.5,-,0.8,0.8,0.2,-,1,0.8,1.5,0.1,1.4,1.9,28.5,0.3,0.7,0.2,6.83
Simon Francis,BOU,eng,35,D(CR),183,90,13(4),1230,-,2,1,-,0.2,73.3,2.8,-,1.5,1.1,0.6,0.2,3.9,0.7,0.4,-,0.6,0.3,0.5,0.2,0.4,0.8,38.5,0.6,1.8,-,6.77
Artur Boruc,BOU,pl,40,GK,193,87,12,1080,-,-,2,-,-,57,0.2,1,0.1,-,-,-,0.4,0.2,-,-,-,-,-,-,-,-,23.8,-,5.8,-,6.72
Adam Smith,BOU,eng,29,"D(LR),M(R)",180,78,25,2073,1,1,5,1,0.3,82,1.1,-,1.8,1.2,0.7,0.2,2.3,0.9,0.3,-,0.4,0.8,1.7,-,0.4,1,34.9,0.2,0.9,-,6.71
Dan Gosling,BOU,eng,30,M(C),183,79,19(6),1738,2,1,8,-,0.8,79.6,1.4,-,2.3,0.8,1.2,-,1.8,1,0.4,-,0.4,0.5,1,0.1,0.8,0.8,38.8,-,1.9,0.1,6.69
Dominic Solanke,BOU,eng,23,FW,187,80,2(8),342,-,1,-,-,1.1,71.7,1.5,-,0.8,0.2,0.2,0.1,0.9,0.7,0.1,-,0.8,1,0.9,0.1,0.9,1.5,9.9,-,0.2,-,6.50
Chris Mepham,BOU,wls,22,D(C),191,84,10(3),850,-,1,1,-,0.2,79.8,2.4,-,0.7,1.1,0.5,0.4,4.4,0.3,0.4,-,0.2,0.2,0.3,-,0.2,0.4,31.2,-,1.3,-,6.47
Emerson Hyndman,BOU,us,24,M(CL),170,61,0(1),37,-,-,-,-,-,69.6,-,-,6,1,-,-,-,1,-,-,-,-,-,-,1,1,23,-,-,-,6.46
Charlie Daniels,BOU,eng,34,"D(L),M(L)",178,75,17(4),1586,1,-,4,-,0.6,78.7,1.4,-,1.2,1,0.3,0.3,2,0.4,0.2,-,0.5,0.6,0.3,-,0.3,0.6,40,0.4,1.9,-,6.45
Nathaniel Clyne,BOU,eng,29,"D(LR),M(R)",175,67,13(1),1146,-,1,2,-,0.1,75.2,0.4,-,2.4,1.1,0.6,0.1,1.9,0.9,0.2,-,0.3,0.3,0.2,-,0.7,0.6,32.8,0.3,1.1,0.1,6.43
Jack Simpson,BOU,eng,23,D(C),178,83,4(2),403,-,-,-,-,0.3,82.2,2.3,-,1.5,1.5,0.5,0.7,3.7,0.5,0.7,1,-,-,0.2,-,0.3,0.2,39.3,-,1.3,-,6.41
Junior Stanislas,BOU,eng,30,M(CLR),183,76,11(12),1027,2,3,1,-,1.5,77.4,0.4,-,0.5,0.1,0.3,-,0.7,0.2,-,-,0.7,0.5,0.4,0.1,0.4,0.9,21.6,0.3,0.5,0.1,6.40
Tyrone Mings,BOU,eng,27,D(CL),196,77,2(3),142,-,-,-,-,-,83.9,0.6,-,0.8,1.2,-,0.2,1.6,0.2,0.4,-,0.2,0.4,0.2,-,0.2,0.4,17.4,0.2,0.4,-,6.37
Lewis Cook,BOU,eng,23,M(CL),175,71,8(5),722,-,-,2,-,0.3,83.2,0.4,-,1,0.6,0.9,-,0.5,0.8,0.2,-,0.2,0.8,0.4,-,0.7,0.9,30.2,-,1.8,0.1,6.36
Diego Rico,BOU,es,27,"D(L),M(L)",183,76,5(7),606,-,-,1,-,0.8,72.6,0.6,-,1.2,1.2,0.8,0.1,1.4,0.7,0.2,-,0.9,0.3,0.9,-,0.4,0.3,23.8,0.9,0.7,-,6.36
Jordon Ibe,BOU,eng,24,M(CLR),176,81,9(10),796,1,1,1,-,0.5,78,0.1,-,0.3,0.2,0.4,-,0.2,0.3,-,-,0.5,1.4,0.5,-,0.9,1.2,13.2,0.5,0.3,0.1,6.33
Andrew Surman,BOU,za,34,M(CL),178,73,16(2),1439,-,-,2,-,0.5,87,1.1,-,0.6,0.6,0.4,0.1,1.8,0.6,0.4,-,0.6,0.2,0.3,-,0.2,0.8,46.6,0.1,2.7,0.1,6.33
Asmir Begovic,BOU,ba,33,GK,199,101,24,2160,-,-,-,-,-,60.8,0.5,-,-,-,-,-,0.8,0.1,-,-,-,-,0.1,-,-,0.1,22.1,-,5.7,-,6.25
Lys Mousset,BOU,fr,24,FW,184,80,1(23),351,1,-,1,-,0.5,71.9,0.4,-,0.1,-,0.3,-,0.1,0.1,-,-,0.2,0.4,0.2,0.2,0.2,0.8,5,-,-,-,6.11
Sam Surridge,BOU,eng,22,FW,191,77,0(2),11,-,-,-,-,1,60,-,-,0.5,-,-,-,-,-,-,-,0.5,-,0.5,-,-,-,2.5,-,-,-,6.09
Jermain Defoe,BOU,eng,38,"AM(R),FW",171,65,0(4),22,-,-,-,-,0.3,33.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.8,-,-,-,5.98
Felipe Anderson,WHUFC,br,27,"M(CLR),FW",175,70,36,3054,9,4,3,-,1.6,76,0.3,6,2.5,1.1,0.8,-,0.3,1.9,-,-,1.8,2.1,1.4,0.1,1.5,2.7,46.3,0.9,2.4,0.3,7.23
Lukasz Fabianski,WHUFC,pl,35,GK,190,83,38,3420,-,-,-,-,-,49.7,0.3,1,-,-,-,-,0.7,0.1,-,-,0.1,0.1,0.2,-,-,-,28.2,-,8.5,-,7.02
Fabián Balbuena,WHUFC,py,29,D(C),188,82,23,2014,1,-,2,-,0.8,79.4,3,1,1.7,2.3,0.8,0.6,7.5,1.1,0.6,-,0.1,-,0.2,-,0.1,0.2,36.2,-,2.2,-,6.98
Declan Rice,WHUFC,eng,21,"D(C),DMC",185,76,34,3005,2,-,4,-,0.6,86.4,1.6,2,2.9,1.5,0.5,-,1.6,1.5,0.4,-,0.3,0.8,0.2,-,0.6,0.6,44.6,-,2.9,-,6.93
Michail Antonio,WHUFC,eng,30,"D(R),M(CLR),FW",180,82,22(11),2101,6,4,3,-,2,68.1,2.4,2,0.7,0.5,1,0.1,0.6,0.2,0.1,-,0.7,1.8,1.3,0.3,2.1,2.5,20.2,0.2,0.8,0.1,6.92
Arthur Masuaku,WHUFC,cd,26,"D(L),M(L)",179,70,19(4),1758,-,1,2,-,0.2,83.3,0.9,1,2.5,1.6,0.7,0.7,2.4,1.1,0.3,-,0.6,1.6,0.2,-,1.2,1,38.3,0.2,2.2,-,6.90
Issa Diop,WHUFC,fr,23,D(C),194,92,33,2970,1,-,4,-,0.4,86,2.3,1,2.1,1.9,0.5,1.1,4.7,0.6,1.1,1,0.1,0.2,0.5,0.1,-,0.4,34.4,-,1.6,-,6.89
Marko Arnautovic,WHUFC,at,31,"AM(CLR),FW",192,83,24(4),2001,10,4,3,-,2.2,74.7,0.9,2,0.3,0.1,1.1,-,0.2,0.2,0.1,-,1.3,0.7,0.4,0.8,1.1,1.7,22.9,0.2,0.4,0.1,6.84
Robert Snodgrass,WHUFC,sct,33,M(CLR),182,82,25(8),2224,2,5,10,-,0.9,82.1,0.8,3,1.3,0.3,1.1,0.1,0.5,1,0.1,-,1.8,1,1.5,0.1,1.3,1.8,29.4,1.8,0.8,0.1,6.78
Ryan Fredericks,WHUFC,eng,28,"D(R),M(R)",181,74,12(3),1086,1,-,5,-,0.3,70.9,1.3,1,2.5,0.9,0.6,0.3,2.6,0.7,0.3,-,0.2,0.8,0.7,0.1,0.1,0.6,29.1,0.3,0.9,-,6.76
Pablo Zabaleta,WHUFC,ar,35,"D(R),DMC,M(R)",176,74,23(3),2092,-,1,4,-,0.3,76.7,1.8,-,1.8,1.8,0.7,0.3,3.3,1,0.6,-,0.3,0.5,1.2,-,0.5,0.7,33.1,0.3,1.4,-,6.74
Angelo Ogbonna,WHUFC,it,32,D(C),191,86,20(4),1871,1,1,2,-,0.6,83.6,3.2,-,1.3,1.5,0.6,1,4.1,0.4,0.8,-,0.2,-,0.3,-,0.2,0.2,33.1,-,1.8,-,6.74
Manuel Lanzini,WHUFC,ar,27,AM(CLR),167,59,8(2),689,1,1,2,-,1.1,89.6,0.3,-,1.2,0.9,0.5,-,0.7,1.3,0.1,-,0.5,1.3,0.7,-,1.2,1.5,45.2,0.2,0.9,-,6.72
Jack Wilshere,WHUFC,eng,28,M(CLR),172,68,4(4),389,-,1,2,-,0.3,89.8,0.3,-,0.9,0.9,0.9,-,-,0.5,0.1,-,0.6,1.9,1.5,-,0.9,0.4,27,-,1.9,-,6.68
Aaron Cresswell,WHUFC,eng,30,"D(CL),M(L)",170,66,18(2),1591,-,1,1,-,0.6,81.4,1.3,-,1.5,1.2,0.1,0.4,2.1,0.6,0.4,-,0.9,0.3,0.6,0.1,0.3,0.7,40.6,0.8,1.5,-,6.68
Mark Noble,WHUFC,eng,33,M(C),180,70,29(2),2308,5,5,6,1,0.5,85.3,0.3,-,1.5,0.7,0.7,-,0.4,1.2,0.1,-,0.7,0.5,1.2,-,1.1,0.9,48.6,0.2,4.4,0.2,6.65
Chicharito,WHUFC,mx,32,FW,175,73,14(11),1339,7,1,2,-,1.5,71.1,0.5,-,0.1,-,0.4,-,0.3,0.2,-,-,0.2,0.5,1.4,0.4,0.4,1.2,12.9,-,0.4,0.1,6.59
Samir Nasri,WHUFC,fr,33,M(CLR),175,75,3(2),246,-,2,-,-,0.6,88.4,-,-,-,0.2,0.6,-,0.2,-,-,-,1.2,0.4,0.4,0.6,-,-,31,0.2,1.4,-,6.53
Pedro Obiang,WHUFC,es,28,DMC,185,75,12(12),1121,-,1,-,-,0.6,80,0.7,-,1.7,0.5,0.5,0.1,0.6,1,0.4,-,0.3,0.3,0.5,0.1,0.2,0.5,22.3,0.1,2,-,6.44
Grady Diangana,WHUFC,eng,22,AM(LR),180,73,6(11),608,-,1,-,-,0.6,77.9,0.4,-,1.2,0.1,0.2,0.1,0.2,0.5,-,-,0.7,1.2,0.6,0.1,1.1,1.6,14.4,0.2,0.2,-,6.38
Andy Carroll,WHUFC,eng,31,FW,193,79,3(9),456,-,-,2,-,1.2,61,3.8,-,0.3,0.1,0.9,0.1,0.7,0.3,0.2,-,0.3,0.3,0.7,0.3,0.7,1.3,11.3,-,0.4,-,6.33
Lucas Pérez,WHUFC,es,32,"AM(CR),FW",180,82,4(11),469,3,-,-,-,0.6,70.6,0.2,-,0.4,0.1,0.3,-,0.2,0.1,-,-,0.5,0.3,0.2,0.2,0.5,1,9.5,0.1,0.1,-,6.32
Andriy Yarmolenko,WHUFC,ua,30,AM(R),189,81,5(4),461,2,-,2,-,1,82.3,0.3,-,0.4,0.2,0.9,-,0.3,0.2,0.1,-,0.6,0.2,0.9,0.1,1.2,1.3,22.6,-,0.9,-,6.28
Ben Johnson,WHUFC,eng,20,Defender,175,67,1,63,-,-,-,-,-,78.6,-,-,1,1,-,2,3,1,-,-,-,-,-,-,-,1,14,-,-,-,6.19
Xande Silva,WHUFC,pt,23,Forward,177,69,0(1),17,-,-,-,-,2,75,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,4,-,-,-,6.12
Carlos Sánchez,WHUFC,co,34,"D(C),M(C)",182,80,2(5),240,-,-,-,-,0.4,88.8,0.1,-,0.6,0.1,0.4,-,0.7,0.7,-,-,0.3,0.4,0.1,-,0.3,0.1,20.4,-,1.9,-,6.01
Etienne Capoue,WAT,fr,32,"D(C),M(CL)",189,80,33,2947,1,3,14,1,0.5,84.4,2,2,2.8,2.6,1.4,0.1,2.8,1.6,0.4,-,0.3,1,1.8,-,0.6,0.5,53,-,3.5,0.1,7.13
Troy Deeney,WAT,eng,32,FW,183,90,28(4),2548,9,5,4,1,2,60.7,6.5,4,0.8,0.2,1.3,-,0.9,0.8,0.1,-,1.3,0.2,1.1,0.4,1.1,1.9,25.8,0.1,0.4,0.1,7.11
José Holebas,WAT,gr,36,"D(L),M(L)",184,77,27(1),2394,3,6,12,1,0.6,68.5,2.2,-,2.4,0.8,1.2,0.4,2.9,0.9,0.3,-,1.4,0.8,0.5,0.1,0.9,1,29.8,1.5,1.6,-,7.00
Daryl Janmaat,WAT,nl,31,"D(R),M(R)",185,80,17(1),1522,-,2,3,-,0.6,75.8,1.1,-,2,1.8,0.9,0.4,3.3,0.5,0.3,-,0.7,0.7,0.1,0.1,0.6,0.8,33.3,0.8,2.6,-,6.88
Gerard Deulofeu,WAT,es,26,"AM(LR),FW",177,73,26(4),2083,10,5,3,-,2,77.4,0.1,3,0.4,0.5,0.5,-,0.1,0.7,-,-,1,1.6,0.4,1.1,2,2.2,23.9,0.2,0.5,0.1,6.84
Abdoulaye Doucouré,WAT,fr,27,M(C),184,75,34(1),3062,5,6,7,-,1.5,83.5,1.2,-,2,1,1,-,1.5,1.1,0.2,1,1.1,0.9,0.4,0.1,1.2,1.7,55.4,0.1,1.7,0.1,6.76
Will Hughes,WAT,eng,25,M(CR),185,74,31(1),2436,2,4,5,-,1,76.4,0.7,-,2.3,0.8,1.7,-,0.7,1.1,0.2,-,0.9,0.8,2.2,-,1.6,1.8,30,0.1,0.5,-,6.72
Ben Foster,WAT,eng,37,GK,193,79,38,3420,-,-,1,-,-,44.8,0.5,1,0.1,0.1,0.1,-,1.2,0.1,-,-,0.1,-,0.2,-,-,-,30.3,-,9.6,-,6.69
Christian Kabasele,WAT,be,29,D(C),187,84,19(2),1587,-,-,2,1,0.4,73.9,2.9,1,1.2,1.8,1,1.1,5,0.6,0.8,-,0.1,-,0.7,-,-,0.3,26.2,-,2.1,-,6.67
Roberto Pereyra,WAT,ar,29,"M(CLR),FW",182,77,33,2825,6,1,3,-,1.7,83.2,0.1,1,0.6,0.7,0.8,-,0.6,0.5,-,-,1.1,1.2,1.1,0.1,2,2.5,34,0.2,1.4,-,6.66
Adam Masina,WAT,ma,26,"D(L),M(L)",189,78,11(3),1004,-,1,5,-,0.2,80.7,1.6,-,2.1,1.2,1.2,0.1,2.6,0.9,0.3,-,0.2,0.5,0.7,0.1,0.1,0.9,31.1,0.4,1.9,-,6.66
Craig Cathcart,WAT,nir,31,D(CR),188,73,35(1),3099,3,-,2,-,0.4,81.5,2.4,2,1.4,1.1,0.4,1.1,5,0.4,0.8,2,-,0.1,0.2,-,0.1,0.3,35.5,-,2.7,-,6.66
Adrian Mariappa,WAT,jm,34,D(CR),180,78,20(6),1924,-,-,3,-,0.3,82.3,2.3,1,1.3,1,0.7,0.7,4.5,0.6,0.6,-,0.2,-,0.2,-,0.2,0.2,34,-,2.2,-,6.60
Kiko Femenía,WAT,es,29,"D(LR),M(R)",176,61,22(7),2046,1,1,1,-,0.2,83.1,0.4,-,1.7,1.2,0.4,0.2,2.2,0.9,0.2,-,0.4,0.4,0.5,0.1,0.4,0.7,31.9,0.5,1.1,-,6.55
Ken Sema,WAT,se,27,M(CLR),180,69,9(8),756,1,2,1,-,0.7,72.5,1.2,-,0.9,0.5,0.8,0.1,0.2,0.7,-,-,0.5,1.1,0.5,0.1,1.6,1.3,13.9,0.1,-,-,6.52
Domingos Quina,WAT,pt,20,DMC,179,72,3(5),335,1,-,-,-,0.6,85,0.3,-,1.1,0.4,0.9,-,0.1,1,-,-,0.3,0.6,0.8,-,0.6,0.9,28.4,0.1,1.9,-,6.44
